alpha,n,k,all_component_b,min_margin_a,worst_stability_median,worst_stability_max,max_generations_over_10x,median_cost_ns,05_100_reach,05_100_locked_moved,05_100_rep3_baseline,05_100_rep3_ceiling,05_100_rep3_se,05_100_rep3_drop_over_se,05_100_rep3_baseline_without_locks,05_100_rep3_ceiling_without_locks,05_100_rep3_se_without_locks,05_100_rep3_drop_over_se_without_locks,05_300_reach,05_300_locked_moved,05_300_rep3_baseline,05_300_rep3_ceiling,05_300_rep3_se,05_300_rep3_drop_over_se,05_300_rep3_baseline_without_locks,05_300_rep3_ceiling_without_locks,05_300_rep3_se_without_locks,05_300_rep3_drop_over_se_without_locks,15_100_reach,15_100_locked_moved,15_100_rep3_baseline,15_100_rep3_ceiling,15_100_rep3_se,15_100_rep3_drop_over_se,15_100_rep3_baseline_without_locks,15_100_rep3_ceiling_without_locks,15_100_rep3_se_without_locks,15_100_rep3_drop_over_se_without_locks,15_300_reach,15_300_locked_moved,15_300_rep3_baseline,15_300_rep3_ceiling,15_300_rep3_se,15_300_rep3_drop_over_se,15_300_rep3_baseline_without_locks,15_300_rep3_ceiling_without_locks,15_300_rep3_se_without_locks,15_300_rep3_drop_over_se_without_locks
0.6,1,10,True,8.766375545851528,10.6797,113.177,26,443.85125,29,3,0.09062516565579103,0.015448504983388706,0.027914212622178768,2.693132050325932,0.04564643520291179,0.016478405315614623,0.011727422696718358,2.487164540889206,32,3,0.13958775324289352,0.014138449711279838,0.034248190782269844,3.66294687883362,0.08737235066266585,0.015081013025365186,0.018531657005788613,3.9009645826446873,29,0,0.018730548899721835,0.008078231292517007,0.009507478083025253,1.120414637213162,0.018730548899721835,0.008078231292517007,0.009507478083025253,1.120414637213162,33,0,0.041387233810933545,0.01593683768986224,0.017179348837988093,1.4814528979581425,0.041387233810933545,0.01593683768986224,0.017179348837988093,1.4814528979581425
0.6,2,3,True,15.01890359168242,23.4976,212.045,41,237.9925,34,3,0.09062516565579103,0.00416666666666668,0.027914212622178768,3.0972931301823716,0.04564643520291179,0.004444444444444438,0.011727422696718358,3.5133031207271785,34,3,0.13958775324289352,0.004166666666666652,0.034248190782269844,3.954109209363954,0.08737235066266585,0.004444444444444445,0.018531657005788613,4.474932068531042,27,0,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,28,0,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272
0.6,2,6,True,7.917610062893082,14.9519,150.088,30,330.20500000000004,34,3,0.09062516565579103,0.00416666666666668,0.027914212622178768,3.0972931301823716,0.04564643520291179,0.004444444444444438,0.011727422696718358,3.5133031207271785,34,3,0.13958775324289352,0.004166666666666652,0.034248190782269844,3.954109209363954,0.08737235066266585,0.004444444444444445,0.018531657005788613,4.474932068531042,31,0,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,31,0,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272
0.6,2,10,True,6.250000000000001,10.6797,113.177,26,443.85125,35,3,0.09062516565579103,0.00416666666666668,0.027914212622178768,3.0972931301823716,0.04564643520291179,0.004444444444444438,0.011727422696718358,3.5133031207271785,35,3,0.13958775324289352,0.004166666666666652,0.034248190782269844,3.954109209363954,0.08737235066266585,0.004444444444444445,0.018531657005788613,4.474932068531042,34,0,0.018730548899721835,0.0,0.009507478083025253,1.9700859403676718,0.018730548899721835,0.0,0.009507478083025253,1.9700859403676718,34,0,0.041387233810933545,0.00014172335600906583,0.017179348837988093,2.4008774048361907,0.041387233810933545,0.00014172335600906583,0.017179348837988093,2.4008774048361907
0.6,3,3,True,16.026222894604135,23.4976,212.045,41,237.9925,34,3,0.09062516565579103,0.00416666666666668,0.027914212622178768,3.0972931301823716,0.04564643520291179,0.004444444444444438,0.011727422696718358,3.5133031207271785,34,3,0.13958775324289352,0.004166666666666652,0.034248190782269844,3.954109209363954,0.08737235066266585,0.004444444444444445,0.018531657005788613,4.474932068531042,27,0,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,28,0,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272
0.6,3,6,True,8.383724027703781,14.9519,150.088,30,330.20500000000004,34,3,0.09062516565579103,0.00416666666666668,0.027914212622178768,3.0972931301823716,0.04564643520291179,0.004444444444444438,0.011727422696718358,3.5133031207271785,34,3,0.13958775324289352,0.004166666666666652,0.034248190782269844,3.954109209363954,0.08737235066266585,0.004444444444444445,0.018531657005788613,4.474932068531042,31,0,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,0.018730548899721835,0.00021258503401360568,0.009507478083025253,1.9477261692320267,31,0,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272,0.041387233810933545,0.0003097341086972377,0.017179348837988093,2.3910975957018272
0.6,3,10,True,6.26039501039501,10.6797,113.177,26,443.85125,35,3,0.09062516565579103,0.00416666666666668,0.027914212622178768,3.0972931301823716,0.04564643520291179,0.004444444444444438,0.011727422696718358,3.5133031207271785,35,3,0.13958775324289352,0.004166666666666652,0.034248190782269844,3.954109209363954,0.08737235066266585,0.004444444444444445,0.018531657005788613,4.474932068531042,34,0,0.018730548899721835,0.0,0.009507478083025253,1.9700859403676718,0.018730548899721835,0.0,0.009507478083025253,1.9700859403676718,34,0,0.041387233810933545,0.00014172335600906583,0.017179348837988093,2.4008774048361907,0.041387233810933545,0.00014172335600906583,0.017179348837988093,2.4008774048361907
1.0,1,3,True,13.523404255319148,23.4976,212.045,41,237.9925,30,3,0.09062516565579103,0.015235919949375093,0.027914212622178768,2.700747706081334,0.04564643520291179,0.016251647946000106,0.011727422696718358,2.5065001933576694,32,3,0.13958775324289352,0.01374782471127986,0.034248190782269844,3.674352590816578,0.08737235066266585,0.01466434635869851,0.018531657005788613,3.923448630700213,28,0,0.018730548899721835,0.008078231292517007,0.009507478083025253,1.120414637213162,0.018730548899721835,0.008078231292517007,0.009507478083025253,1.120414637213162,32,0,0.041387233810933545,0.01593683768986224,0.017179348837988093,1.4814528979581425,0.041387233810933545,0.01593683768986224,0.017179348837988093,1.4814528979581425
1.0,1,6,True,7.1339251983377405,14.9519,150.088,30,330.20500000000004,33,3,0.09062516565579103,0.01438557981332067,0.027914212622178768,2.7312103291029417,0.04564643520291179,0.015344618467542055,0.011727422696718358,2.583842803231522,34,3,0.13958775324289352,0.01374782471127986,0.034248190782269844,3.674352590816578,0.08737235066266585,0.01466434635869851,0.018531657005788613,3.923448630700213,32,0,0.018730548899721835,0.008078231292517007,0.009507478083025253,1.120414637213162,0.018730548899721835,0.008078231292517007,0.009507478083025253,1.120414637213162,36,0,0.041387233810933545,0.01593683768986224,0.017179348837988093,1.4814528979581425,0.041387233810933545,0.01593683768986224,0.017179348837988093,1.4814528979581425
1.0,1,10,True,5.259825327510917,10.6797,113.177,26,443.85125,35,3,0.09062516565579103,0.01374782471127986,0.027914212622178768,2.7540572963691465,0.04564643520291179,0.01466434635869852,0.011727422696718358,2.641849760636911,35,3,0.13958775324289352,0.01374782471127986,0.034248190782269844,3.674352590816578,0.08737235066266585,0.01466434635869851,0.018531657005788613,3.923448630700213,35,0,0.018730548899721835,0.00744047619047619,0.009507478083025253,1.187493950620097,0.018730548899721835,0.00744047619047619,0.009507478083025253,1.187493950620097,38,0,0.041387233810933545,0.0001370614035087689,0.017179348837988093,2.4011487744057978,0.041387233810933545,0.0001370614035087689,0.017179348837988093,2.4011487744057978
